"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","subphylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"Skeletonema japonicum","Zingone & Sarno",521234,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Skeletonemataceae","Skeletonema","","japonicum","","species","iNaturalist","","4856614","","","Mark Webber","","",2006-01-21,"2006","01","21","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.99414","-123.586593","230","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Skeletonema japonicum","Zingone & Sarno",521234,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Skeletonemataceae","Skeletonema","","japonicum","","species","iNaturalist","","50050643","","","Mark Webber","","",2005-07-19,"2005","07","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9946331058","-123.5847357193","25","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Smithora naiadum","(C.L.Anderson) Hollenberg",339024,"Plantae","Rhodophyta","","Compsopogonophyceae","Erythropeltidales","","","","Erythrotrichiaceae","Smithora","","naiadum","","species","iNaturalist","","100612316","","","Dave Zeuss Cochrane","","",2021-11-07,"2021","11","07","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8713107777","-123.311083041","2","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Smithora naiadum","(C.L.Anderson) Hollenberg",339024,"Plantae","Rhodophyta","","Compsopogonophyceae","Erythropeltidales","","","","Erythrotrichiaceae","Smithora","","naiadum","","species","PMLS","","PMLS2021:1355","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-12-15,"2007","12","15","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","71","","present","","","","","","unlisted","unlisted","","","","","",""
"Smithora naiadum","(C.L.Anderson) Hollenberg",339024,"Plantae","Rhodophyta","","Compsopogonophyceae","Erythropeltidales","","","","Erythrotrichiaceae","Smithora","","naiadum","","species","PMLS","","PMLS2021:1678","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-02-14,"2009","02","14","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","92","","present","","","","","","unlisted","unlisted","","","","","",""
"Smithora naiadum","(C.L.Anderson) Hollenberg",339024,"Plantae","Rhodophyta","","Compsopogonophyceae","Erythropeltidales","","","","Erythrotrichiaceae","Smithora","","naiadum","","species","PMLS","","PMLS2021:1789","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-04-11,"2009","04","11","HumanObservation","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","60","","present","","","","","","unlisted","unlisted","","","","","",""
"Smithora naiadum","(C.L.Anderson) Hollenberg",339024,"Plantae","Rhodophyta","","Compsopogonophyceae","Erythropeltidales","","","","Erythrotrichiaceae","Smithora","","naiadum","","species","PMLS","","PMLS2021:1831","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-07-04,"2009","07","04","HumanObservation","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","95","","present","","","","","","unlisted","unlisted","","","","","",""
"Smithora naiadum","(C.L.Anderson) Hollenberg",339024,"Plantae","Rhodophyta","","Compsopogonophyceae","Erythropeltidales","","","","Erythrotrichiaceae","Smithora","","naiadum","","species","PMLS","","PMLS2021:1919","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-05-30,"2010","05","30","HumanObservation","Spanish Hills wall","","Galiano Island","British Columbia","Canada","CA","48.995018","-123.584696","100","","","","","","81","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","iNaturalist","","5620553","","","tyrelfroese","","",2017-04-08,"2017","04","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8852629977","-123.321211338","61","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","iNaturalist","","24259210","","","Andrew Simon","","",2019-04-27,"2019","04","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0113826294","-123.5723060368","119","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","iNaturalist","","25927078","","","Bridgette Clarkston","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8999876163","-123.341911122","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","iNaturalist","","107457358","","","Andrew Simon","","",2022-02-25,"2022","02","25","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9393722141","-123.5030776371","51","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1053","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1993-05-09,"1993","05","09","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","71","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1299","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-10-14,"2007","10","14","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","92","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1369","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-02-03,"2008","02","03","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","81","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1408","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-01,"2008","03","01","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","96","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1418","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-01,"2008","03","01","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","102","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1469","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-04-27,"2008","04","27","HumanObservation","Mathews Point","","Galiano Island","British Columbia","Canada","CA","48.86123","-123.32878","100","","","","","","89","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1738","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-03-20,"2009","03","20","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","68","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:1757","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-03-20,"2009","03","20","HumanObservation","Dionisio Bay","","Galiano Island","British Columbia","Canada","CA","49.01333","-123.575","100","","","","","","56","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:2051","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-11-18,"2011","11","18","HumanObservation","Virago Point","","Galiano Island","British Columbia","Canada","CA","49.00942","-123.58796","100","","","","","","76","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:2206","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2016-01-23,"2016","01","23","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","60","","present","","","","","","unlisted","unlisted","","","","","",""
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",429855,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","","","","Rhodymeniaceae","Sparlingia","","pertusa","","species","PMLS","","PMLS2021:2238","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2016-02-27,"2016","02","27","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","64","","present","","","","","","unlisted","unlisted","","","","","",""
"Stauroforma rinceana","Méléder, A.Witkowski & C.L.Li",1465266,"Chromista","Ochrophyta","","Bacillariophyceae","Fragilariales","","","","Staurosiraceae","Stauroforma",""," rinceana","","species","","","WEBBERETAL2022:722","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Stenogramma californicum","Harvey",497325,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Gigartinales","","","","Phyllophoraceae","Stenogramma","","californicum","","species","PMLS","","PMLS2021:1328","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-10-21,"2007","10","21","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","75","","present","","","","","","unlisted","unlisted","","","","","",""
"Stenogramma californicum","Harvey",497325,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Gigartinales","","","","Phyllophoraceae","Stenogramma","","californicum","","species","PMLS","","PMLS2021:2219","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2016-02-07,"2016","02","07","HumanObservation","Alcala Point Wall","","Galiano Island","British Columbia","Canada","CA","49.006365","-123.591401","100","","","","","","62","","present","","","","","","unlisted","unlisted","","","","","",""
"Stephanocystis geminata","(C.Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut",866748,"Chromista","Ochrophyta","","Phaeophyceae","Fucales","","","","Sargassaceae","Stephanocystis","","geminata","","species","PMLS","","PMLS2021:317","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-09-28,"2006","09","28","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","62","","present","","","","","","unlisted","unlisted","","","","","",""
"Stephanocystis geminata","(C.Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut",866748,"Chromista","Ochrophyta","","Phaeophyceae","Fucales","","","","Sargassaceae","Stephanocystis","","geminata","","species","PMLS","","PMLS2021:654","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-03-20,"2009","03","20","HumanObservation","Dionisio Bay","","Galiano Island","British Columbia","Canada","CA","49.01333","-123.575","100","","","","","","56","","present","","","","","","unlisted","unlisted","","","","","",""
"Stephanopyxis nipponica","Gran & Yendo",488075,"Chromista","Ochrophyta","","Bacillariophyceae","Melosirales","","","","Stephanopyxidaceae","Stephanopyxis","","nipponica","","species","iNaturalist","","45809431","","","Mark Webber","","",2020-03-28,"2020","03","28","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.994728263","-123.5847187042","19","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Sternimirus shandongensis","Witkowski & Chunlian Li",1465278,"Chromista","Ochrophyta","","Bacillariophyceae","Naviculales","Naviculineae","","","Naviculaceae","Sternimirus","","shandongensis","","species","","","WEBBERETAL2022:666","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Symphyocladiella gracilis","(Kylin) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho",1339929,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Rhodomelaceae","Symphyocladiella","","gracilis","","species","","","GWS027410","BOLD","KU564386","G.W. Saunders & K. Hind","","",2011-05-03,"2011","05","03","PreservedSpecimen","Canada:British Columbia, Panther Pt., Wallace I.","","Galiano Island","British Columbia","Canada","CA","48.93","-123.53","","","","","","","","","present","","","","","","unlisted","unlisted","Gary Saunders","","","","",""
"Tabularia tabulata","(C.Agardh) Snoeijs",996151,"Chromista","Ochrophyta","","Bacillariophyceae","Licmophorales","","","","Ulnariaceae","Tabularia","","tabulata","","species","","","WEBBERETAL2022:670","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tabularia tabulata","(C.Agardh) Snoeijs",996151,"Chromista","Ochrophyta","","Bacillariophyceae","Licmophorales","","","","Ulnariaceae","Tabularia","","tabulata","","species","","","WEBBERETAL2022:671","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tabularia tabulata","(C.Agardh) Snoeijs",996151,"Chromista","Ochrophyta","","Bacillariophyceae","Licmophorales","","","","Ulnariaceae","Tabularia","","tabulata","","species","","","WEBBERETAL2022:672","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tabularia tabulata","(C.Agardh) Snoeijs",996151,"Chromista","Ochrophyta","","Bacillariophyceae","Licmophorales","","","","Ulnariaceae","Tabularia","","tabulata","","species","","","WEBBERETAL2022:673","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassionema nitzschioides","(Grunow) Mereschkowsky",359995,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassionematales","","","","Thalassionemataceae","Thalassionema","","nitzschioides","","species","iNaturalist","","50162746","","","Mark Webber","","",2007-01-24,"2007","01","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9650127372","-123.5695266724","644","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassionema nitzschioides","(Grunow) Mereschkowsky",359995,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassionematales","","","","Thalassionemataceae","Thalassionema","","nitzschioides","","species","iNaturalist","","50163436","","","Mark Webber","","",2006-07-19,"2006","07","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9505851676","-123.5454940796","578","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassionema nitzschioides","(Grunow) Mereschkowsky",359995,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassionematales","","","","Thalassionemataceae","Thalassionema","","nitzschioides","","species","iNaturalist","","50170636","","","Mark Webber","","",2006-01-15,"2006","01","15","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9316426689","-123.5097882704","622","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira angulata","(W.Gregory) Hasle",996172,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","angulata","","species","","","WEBBERETAL2022:678","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira angustelineata","(A.W.F.Schmidt) G.Fryxell & Hasle",470489,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","angustelineata","","species","iNaturalist","","9291115","","","Mark Webber","","",2010-10-19,"2010","10","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.99422","-123.585853","174","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira angustelineata","(A.W.F.Schmidt) G.Fryxell & Hasle",470489,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","angustelineata","","species","iNaturalist","","126984545","","","Andrew Simon","","",2022-06-25,"2022","06","25","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0071459711","-123.6010045065","763","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira curviseriata","Takano",1424977,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","curviseriata","","species","","","WEBBERETAL2022:725","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira eccentrica","(Ehrenberg) Cleve",359996,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","eccentrica","","species","iNaturalist","","127062744","","","Andrew Simon","","",2022-06-25,"2022","06","25","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.007146","-123.601005","763","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira eccentrica","(Ehrenberg) Cleve",359996,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","eccentrica","","species","","","WEBBERETAL2022:679","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira gravida","Cleve",970151,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","gravida","","species","iNaturalist","","4849091","","","Mark Webber","","",2012-07-30,"2012","07","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.012256","-123.592186","1395","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira gravida","Cleve",970151,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","gravida","","species","iNaturalist","","9261081","","","Mark Webber","","",2013-08-08,"2013","08","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9948158717","-123.5844834566","73","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira gravida","Cleve",970151,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","gravida","","species","iNaturalist","","50061997","","","Mark Webber","","",2010-11-03,"2010","11","03","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9944466824","-123.5854482651","68","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira minima","Gaarder",1018740,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","minima","","species","","","WEBBERETAL2022:680","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira nordenskioeldii","Cleve",359968,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","nordenskioeldii","","species","iNaturalist","","111064233","","","Mark Webber","","",2022-04-06,"2022","04","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9947423363","-123.5846115621","17","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira nordenskioeldii","Cleve",359968,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","nordenskioeldii","","species","iNaturalist","","126984546","","","Andrew Simon","","",2022-06-25,"2022","06","25","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0071459711","-123.6010045065","763","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira nordenskioeldii","Cleve",359968,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","nordenskioeldii","","species","","","WEBBERETAL2022:681","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira nordenskioeldii","Cleve",359968,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","nordenskioeldii","","species","","","WEBBERETAL2022:682","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira nordenskioeldii","Cleve",359968,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","nordenskioeldii","","species","","","WEBBERETAL2022:683","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira oceanica","Hasle",1424975,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","oceanica","","species","","","WEBBERETAL2022:684","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira oceanica","Hasle",1424975,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","oceanica","","species","","","WEBBERETAL2022:726","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
