scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode
Pholis ornata,"(Girard, 1854)",,saddleback gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Pholidae,Pholinae,,Pholis,ornata,NA,,NA,native,SNR,NA,new 2022,observed,,,,,NA,2022-05-16,Andrew Simon,iNat:117406386,,62605,FIS
Phoronis ijimai,"Oka, 1897",,white colonial Phoronid,Animalia,Phoronida,,,,,,,,,Phoronidae,,,Phoronis,ijimai,NA,,NA,native,unlisted,NA,confirmed,observed,2008-04-27,Andy Lamb,PMLS,,NA,2013-06-26,Karolle Wall,iNat:4014973,,372139,WOR
Photis brevipes,"Shoemaker, 1942",,amphipod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Photoidea,Photidae,,,Photis,brevipes,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,,RBCM,976-01146-002,1898291753,,,,,295828,ART
Phyllaplysia taylori,"Dall, 1900",,zebra leafslug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Aplysiida,,Aplysioidea,Aplysiidae,,,Phyllaplysia,taylori,NA,,NA,native,unlisted,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2015-05-18,Karolle Wall,iNat:97172674,,49864,MOL
Phyllochaetopterus prolifica,"Potts, 1914",,prolific three-section tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Phyllochaetopterus,prolifica,NA,,NA,native,unlisted,NA,reported,unobserved,2006-11-11,Andy Lamb,PMLS,,NA,,,,,467241,WOR
Phyllochaetopterus sp.,,,three-section tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Phyllochaetopterus,,NA,,NA,,,NA,reported,unobserved,2007-10-14,Andy Lamb,PMLS,,NA,,,,misspelled Phyllochaeopterus claparedii,374226,WOR
Phyllolithodes papillosus,"J.F. Brandt, 1848",,heart crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Phyllolithodes,papillosus,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2022-07-31,"Dave ""Zeuss"" Cochrane",iNat:128939769,,424896,ART
Phytichthys chirus,"(Jordan & Gilbert, 1880)",,ribbon prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Stichaeidae,Xiphisterinae,,Phytichthys,chirus,NA,,NA,native,SNR,NA,reported,unobserved,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.2,NA,,,,,228101,FIS
Pisaster brevispinus,"(Stimpson, 1857)",,giant pink star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Pisaster,brevispinus,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2006-05-28,Karolle Wall,iNat:97205559,,49539,ECH
Pisaster ochraceus,"(Brandt, 1835)",,ochre star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Pisaster,ochraceus,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2009-07-08,Shera Street,iNat:2635155,,49699,ECH
Pista elongata,"Moore, 1909",,basket-top spaghetti worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,Pista,elongata,NA,,NA,native,unlisted,NA,reported,unobserved,1993-08-16,Andy Lamb,PMLS,,NA,,,,,338339,WOR
Placetron wosnessenskii,"Schalfeew, 1892",,scaled crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Hapalogastridae,,,Placetron,wosnessenskii,NA,,NA,native,unlisted,NA,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,NA,,,,,459657,ART
Placiphorella rufa,"Berry, 1917",,red veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,rufa,NA,,NA,native,unlisted,NA,reported,unobserved,2006-11-18,Andy Lamb,PMLS,,NA,,,,,547332,MOL
Placiphorella velata,"(M.S. Carpenter, Dall, 1879)",,veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,velata,NA,,NA,native,unlisted,NA,reported,unobserved,2011-11-18,Andy Lamb,PMLS,,NA,,,,,55354,MOL
Planorbella trivolvis,"(Say, 1817)",,marsh ramshorn,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Planorbidae,Planorbinae,Helisomatini,Planorbella,trivolvis,NA,,NA,native,SU (2015),NA,new 2016,observed,,,,,NA,2016-08-14,Andrew Simon,iNat:3890687,,150985,MOL
Platichthys stellatus,"(Pallas, 1787)",,starry flounder,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Carangiformes,Pleuronectoidei,,Pleuronectidae,Pleuronectinae,,Platichthys,stellatus,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-09,J. M. Ellis,CMN,CMNFI 1985-0088.2,NA,2020-08-02,pacificwhitesideddolphin,iNat:55397670,,83170,FIS
Platynereis bicanaliculata,"(Baird, 1863)",,algae-dwelling sea-nymph,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Platynereis,bicanaliculata,NA,,NA,native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-04,Emily Adamczyk,iNat:24749850,,129876,WOR
Pleraplysilla sp.,,,slippery white sponge,Animalia,Porifera,,,Demospongiae,Keratosa,,Dictyoceratida,,,Dysideidae,,,Pleraplysilla,,NA,,NA,,,NA,reported,unobserved,2006-09-29,Andy Lamb,PMLS,,NA,,,,undescribed species,623055,POR
Pleurobrachia bachei,"A. Agassiz, 1860",,sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,Pleurobrachiidae,,,Pleurobrachia,bachei,NA,,NA,native,unlisted,NA,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,NA,2011-05-17,Karolle Wall,iNat:4028653,,117705,CNI
Pleuronichthys coenosus,"Girard, 1854",,C-O sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Carangiformes,Pleuronectoidei,,Pleuronectidae,Pleuronichthyinae,,Pleuronichthys,coenosus,NA,,NA,native,SNR,NA,confirmed,observed,1994-02-27,Andy Lamb,PMLS,,NA,2013-06-22,Karolle Wall,iNat:4015105,,228393,FIS
Plumularia setacea,"(Linnaeus, 1758)",,glassy plume hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Plumulariidae,,,Plumularia,setacea,NA,,NA,native,unlisted,NA,reported,unobserved,1913-06-06,,RBCM,976-00936-001,NA,,,,,209141,CNI
Plumularia sp.,,,delicate plume hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Plumulariidae,,,Plumularia,,NA,,NA,,,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,60609,CNI
Podocerus cristatus,"Thomson, 1879",,nudibranch-mimicking amphipod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Podoceridae,,,Podocerus,cristatus,NA,,NA,native,unlisted,NA,new 2022,observed,,,,,NA,2022-02-24,Andrew Simon,iNat:107423003,,60636,ART
Pododesmus macrochisma,"(Deshayes, 1839)",,green false-jingle,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Anomioidea,Anomiidae,,,Pododesmus,macrochisma,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-016,NA,2016-04-06,Karolle Wall,iNat:4052032,,68652,MOL
Podothecus accipenserinus,"(Tilesius, 1813)",,sturgeon poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Agonidae,Agoninae,,Podothecus,accipenserinus,NA,,NA,native,SNR,NA,confirmed,observed,1995-02-23,Charlie Gibbs,PMLS,,NA,2023-09-03,"Dave ""Zeuss"" Cochrane",iNat:181672660,,228455,FIS
Polymastia pachymastia,"Laubenfels, 1932",,aggregated nipple sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,Polymastiidae,,,Polymastia,pachymastia,NA,,NA,native,unlisted,NA,confirmed,observed,1994-10-07,Andy Lamb,PMLS,,NA,2016-02-07,Peter Luckham,iNat:2763468,,117717,POR
Polyorchis penicillatus,"(Eschscholtz, 1829)",,red-eye medusa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Polyorchis,penicillatus,NA,,NA,native,unlisted,NA,confirmed,observed,2009-04-04,Andy Lamb,PMLS,,NA,2006-06-11,Karolle Wall,iNat:97205565,,51640,CNI
Porichthys notatus,"Girard, 1854",,plainfin midshipman,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Batrachoidiformes,,,Batrachoididae,Porichthyinae,,Porichthys,notatus,NA,,NA,native,SNR,NA,confirmed,observed,1995-02-23,Andy Lamb,PMLS,,NA,2007-06-04,Karolle Wall,iNat:97172662,,60021,FIS
Primavelans insculpta,"(Hincks, 1883)",,fluted bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Pacificincolidae,,,Primavelans,insculpta,NA,,NA,native,unlisted,NA,confirmed,observed,1995-02-26,Charlie Gibbs,PMLS,,NA,2008-11-09,Neil McDaniel,iNat:97569173,reported as Hippodiplosia insculpta,429861,LOP
Protula pacifica,"Pixell, 1912",,white-crown calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Protula,pacifica,NA,,NA,native,unlisted,NA,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,NA,,,,,538108,WOR
Pseudochitinopoma occidentalis,"(Bush, 1905)",,western calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Pseudochitinopoma,occidentalis,NA,,NA,native,unlisted,NA,reported,unobserved,2006-03-05,Andy Lamb,PMLS,,NA,,,,,538107,WOR
Pseudopotamilla occelata,"Moore, 1905",,feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Pseudopotamilla,occelata,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,1986-09-30,1898311898,,,,,485471,WOR
Psolidium bidiscum,"Lambert, 1996",,pale creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,,Psolidium,bidiscum,NA,,NA,native,unlisted,NA,reported,unobserved,1996-09-28,Charlie Gibbs,PMLS,,NA,,,,,873892,ECH
Psolus chitonoides,"Clark, 1901",,creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,,Psolus,chitonoides,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2008-05-22,Jackson W.F. Chu,iNat:116334843,,473064,ECH
Psolus squamatus,"(O.F. Müller, 1776)",,white creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,,Psolus,squamatus,NA,,NA,native,unlisted,NA,reported,unobserved,2008-10-09,Andy Lamb,PMLS,,NA,,,,,293149,ECH
Psychrolutes sigalutes,"(Jordan & Starks, 1895)",,soft sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Psychrolutinae,,Psychrolutes,sigalutes,NA,,NA,native,SNR,NA,new 2011,observed,,,,,NA,2011-09-22,Karolle Wall,iNat:4051923,,229295,FIS
Pteraster tesselatus,"Ives, 1888",,slime star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,,Velatida,,,Pterasteridae,,,Pteraster,tesselatus,NA,,NA,native,unlisted,NA,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,NA,2009-10-03,Jackson W.F. Chu,iNat:61341024,,194701,ECH
Ptilichthys goodei,"Bean, 1881",,quillfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Ptilichthyidae,,,Ptilichthys,goodei,NA,,NA,native,SNR,NA,reported,unobserved,2006-06-23,Andy Lamb,PMLS,,NA,,,,,229394,FIS
Ptilosarcus gurneyi,"(Gray, 1860)",,orange sea pen,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Scleralcyonacea,,Pennatuloidea,Pennatulidae,,,Ptilosarcus,gurneyi,NA,,NA,native,unlisted,NA,confirmed,observed,1923-06-18,,RBCM,976-01146-015,1898281934,2013-10-13,Peter Luckham,iNat:2976007,,448320,CNI
Pugettia gracilis,"Dana, 1851",,graceful kelp crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,Epialtinae,,Pugettia,gracilis,NA,,NA,native,unlisted,NA,confirmed,observed,,,RBCM,986-00191-004,NA,2013-10-13,Peter Luckham,iNat:2976672,,130344,ART
Pugettia producta,"(Randall, 1840)",,northern kelp crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,Epialtinae,,Pugettia,producta,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2016-02-07,Peter Luckham,iNat:2763431,,49723,ART
Puncturella cucullata,"(Gould, 1846)",,hooded puncturella,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Fissurelloidea,Fissurellidae,Zeidorinae,,Puncturella,cucullata,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-038,NA,,,,,904312,MOL
Pycnoclavella stanleyi,"Berrill & Abbott, 1949",,yellow social ascidian,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Clavelinidae,,,Pycnoclavella,stanleyi,NA,,NA,native,unlisted,NA,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,NA,2008-11-09,Neil McDaniel,iNat:182381990,,424274,TUN
Pycnopodia helianthoides,"(Brandt, 1835)",,sunflower star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,Pycnopodiinae,,Pycnopodia,helianthoides,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976203,,47673,ECH
Pyura haustor,"(Stimpson, 1864)",,warty tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Pyura,haustor,NA,,NA,native,unlisted,NA,reported,unobserved,1969-02-22,Andy Lamb,PMLS,,NA,,,,,333504,TUN
Pyura mirabilis,"(Drasche, 1884)",,Aladdin's lamp tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Pyura,mirabilis,NA,,NA,native,unlisted,NA,reported,unobserved,2013-10-23,Andy Lamb,PMLS,,NA,,,,,552416,TUN
Rhabdocalyptus dawsoni,"(Lambe, 1893)",,boot sponge,Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Lyssacinosida,,,Rossellidae,,,Rhabdocalyptus,dawsoni,NA,,NA,native,unlisted,NA,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),,NA,2007-10-23,Jackson W.F. Chu,iNat:59908562,,751673,POR
Rhabdus rectius,"(Carpenter, 1864)",,straight tuskshell,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,Rhabdidae,,,Rhabdus,rectius,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,976-01146-005,1898302624,,,,,957345,MOL
Rhamphocottus richardsonii,"Günther, 1874",,grunt sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Rhamphocottidae,,,Rhamphocottus,richardsonii,NA,,NA,native,SNR,NA,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,NA,2010-07-14,Karolle Wall,iNat:4052031,,51881,FIS
Rhinogobiops nicholsii,"(Bean, 1882)",,blackeye goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiiformes,,,Gobiidae,Gobiinae,,Rhinogobiops,nicholsii,NA,,NA,native,SNR,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976016,,132521,FIS
Rhinolithodes wosnessenskii,"J.F. Brandt, 1848",,rhinoceros crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Rhinolithodes,wosnessenskii,NA,,NA,native,unlisted,NA,reported,unobserved,1994-09-10,Andy Lamb,PMLS,,NA,,,,,459660,ART
Rhizocaulus verticillatus,"(Linnaeus, 1758)",,horse-tail hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,Rhizocaulus,verticillatus,NA,,NA,native,unlisted,NA,reported,unobserved,2008-03-22,Andy Lamb,PMLS,,NA,,,,,127158,CNI
Rictaxis punctocaelatus,"(Carpenter, 1864)",,bubble snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,,,Acteonoidea,Acteonidae,,,Rictaxis,punctocaelatus,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03322,1898323409,,,,,49779,MOL
Ronquilus jordani,"(Gilbert, 1889)",,northern ronquil,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Bathymasteridae,,,Ronquilus,jordani,NA,,NA,native,SNR,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,230312,FIS
Rossia pacifica,"Berry, 1911",,stubby squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,Sepiolina,Sepioloidea,Sepiolidae,Rossiinae,,Rossia,pacifica,NA,,NA,native,unlisted,NA,reported,unobserved,1994-02-27,Charlie Gibbs,PMLS,,NA,,,,,151358,MOL
Rostanga pulchra,"MacFarland, 1905",,red sponge nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Rostanga,pulchra,NA,,NA,native,unlisted,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2014-04-08,Karin Fletcher,iNat:68751957,,47473,MOL
Ruditapes philippinarum,"(Adams & Reeve, 1850)",,Japanese littleneck,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Tapetinae,,Ruditapes,philippinarum,NA,,NA,non-native,unlisted,NA,new 2016,observed,,,,,NA,2016-08-21,Tyrel Froese,iNat:4004964,,343269,MOL
Sagittoidea,,,arrow worm,Animalia,Chaetognatha,,,Sagittoidea,,,,,,,,,,,NA,,NA,,,NA,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,,NA,,,,,246116,WOR
Sagmatias obliquidens,"(Gill, 1865)",,Pacific white-sided dolphin,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Delphinoidea,Delphinidae,Lissodelphininae,,Sagmatias,obliquidens,NA,,NA,native,S4S5 (2006),NA,reported,unobserved,2002-08-15,Amy Rowley,BCCSN,,NA,,,,,1368491,MAM
Salmacina tribranchiata,"(Moore, 1923)",,three-branch calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Salmacina,tribranchiata,NA,,NA,native,unlisted,NA,reported,unobserved,2006-11-18,Andy Lamb,PMLS,,NA,,,,,194972,WOR
Sarsia sp.,,,thimble jellyfishes,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Sarsia,,NA,,NA,,,NA,reported,unobserved,2009-04-13,Andy Lamb,PMLS,,NA,,,,,51653,CNI
Sarsia tubulosa,"(M. Sars, 1835)",,clapper hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Sarsia,tubulosa,NA,,NA,native,unlisted,NA,confirmed,observed,1913-06-06,,RBCM,976-00141-001,NA,2011-05-18,Karolle Wall,iNat:4028771,,448319,CNI
Saxidomus gigantea,"(Deshayes, 1839)",,Washington butter clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Callocardiinae,,Saxidomus,gigantea,NA,,NA,native,unlisted,NA,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,NA,2016-08-17,Andrew Simon,iNat:3910100,,130233,MOL
Scabrotrophon maltzani,"(Kobelt, 1878)",,sandpaper trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Trophoninae,,Scabrotrophon,maltzani,NA,,NA,native,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,500269,MOL
Schizobranchia insignis,"Bush, 1905",,split-branch feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Schizobranchia,insignis,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2017-05-26,Karolle Wall,iNat:7674363,,339561,WOR
Schizoporella japonica,"Ortmann, 1890",,orange ripple bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,,Schizoporella,japonica,NA,,NA,non-native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2019-05-04,Joan Septembre,iNat:24768697,misspelled Schizoporella japonicus,519486,LOP
Schuchertinia allmanii,"(Bonnevie, 1898)",,snail fur hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Schuchertinia,allmanii,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,reported as Hydractinia cf. aggregata,1118982,CNI
Schuchertinia milleri,"(Torrey, 1902)",,hedge-hog hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Schuchertinia,milleri,NA,,NA,native,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,reported as Clavactinia milleri,854771,CNI
Scorpaenichthys marmoratus,"(Ayres, 1854)",,cabezon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Jordaniidae,,,Scorpaenichthys,marmoratus,NA,,NA,native,SNR,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2023-08-05,Quinn Galbraith-Robertson,iNat:177077126,,47638,FIS
Scyra acutifrons,"Dana, 1851",,sharpnose crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,Pisinae,,Scyra,acutifrons,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-009,NA,2013-10-13,Peter Luckham,iNat:2854858,,47712,ART
Sebastes auriculatus,"Girard, 1854",,brown rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,auriculatus,NA,,NA,native,SNR,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,117541,FIS
Sebastes caurinus,"Richardson, 1844",,copper rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,caurinus,NA,,NA,native,SNR,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2016-05-06,Karolle Wall,iNat:3707593,,68597,FIS
Sebastes diploproa,"(Gilbert, 1890)",,splitnose rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,diploproa,NA,,NA,native,SNR,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,64448,FIS
Sebastes elongatus,"Ayres, 1859",,greenstriped rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,elongatus,NA,,NA,native,SNR,NA,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),,NA,2008-05-22,Jackson W.F. Chu,iNat:116334865,,230755,FIS
Sebastes emphaeus,"(Starks, 1911)",,Puget Sound rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,emphaeus,NA,,NA,native,SNR,NA,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,NA,2015-05-16,Peter Luckham,iNat:2854781,,64468,FIS
Sebastes flavidus,"(Ayres, 1862)",,yellowtail rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,flavidus,NA,,NA,native,SNR,NA,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,NA,2022-05-28,Andrew Simon,iNat:119177618,,64477,FIS
Sebastes maliger,"(Jordan & Gilbert, 1880)",,quillback rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,maliger,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.2,NA,2008-05-22,Jackson W.F. Chu,iNat:116447563,,63386,FIS
Sebastes melanops,"Girard, 1856",,black rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,melanops,NA,,NA,native,SNR,NA,reported,unobserved,1993-08-16,Andy Lamb,PMLS,,NA,,,,,47760,FIS
Sebastes nigrocinctus,"Ayres, 1859",,tiger rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,nigrocinctus,NA,,NA,native,SNR,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,230757,FIS
