Taxon_Loca,occurrence,catalogNum,occurren_1,recordedBy,individual,sex,occurren_2,previousId,associated,taxonID,scientific,kingdom,phylum,class,order,suborder,infraorder,superfamil,family,genus,subgenus,specificEp,infraspeci,taxonRank,island,country,countryCod,stateProvi,locality,verbatimDe,decimalLat,decimalLon,coordinate,georeferen,georefer_1,georefer_2,georefer_3,identifica,identifi_1,samplingPr,eventDate,eventTime,year,month,day,fieldNumbe,eventRemar,bibliograp,institutio,collection,datasetNam,basisOfRec,coast,site
"447427",imerss.org:PMLS:18628,NA,NA,Stefania Gorgopa,"1",NA,PRESENT,Neverita lewisii,NA,iNaturalist:447427,Neverita lewisii,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,NA,Naticoidea,Naticidae,Neverita,NA,lewisii,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"47",48.906568000000000,-123.460573999999994,"500",Stefania Gorgopa,NA,NA,NA,"Reported as Euspira lewisii, an unaccepted synonym (WoRMS Editorial Board 2021).",NA,NA,2019/05/05,09:59:00,"2019","5","5",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"448389",imerss.org:PMLS:18453,NA,Count: few,Larry Taylor,NA,NA,PRESENT,Fusitriton oregonensis,NA,iNaturalist:448389,Fusitriton oregonensis,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,NA,Tonnoidea,Cymatiidae,Fusitriton,NA,oregonensis,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"60",48.928330000000003,-123.504829999999998,"500",Larry Taylor,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"117642",imerss.org:iNat:24725394,NA,NA,NA,NA,NA,PRESENT,Lirabuccinum dirum,NA,iNaturalist:117642,Lirabuccinum dirum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Buccinoidea,Buccinidae,Lirabuccinum,NA,dirum,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897458000000000,-123.410103000000007,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,14:19:26,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"116687",imerss.org:iNat:24792557,NA,NA,NA,NA,NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.939591000000000,-123.504846999999998,"122",NA,NA,NA,NA,NA,NA,NA,2019/05/04,13:52:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"9"
"116687",imerss.org:PMLS:18477,NA,Count: few,Isabelle Cote,NA,NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,"Retreat Cove South, island","49",48.938825999999999,-123.501192000000003,"500",Isabelle Cote,NA,NA,NA,NA,NA,NA,2019/05/04,13:24:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"116687",imerss.org:iNat:30009615,NA,NA,Galiano observer,NA,NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.938921999999998,-123.502289000000005,"80",Galiano observer,NA,NA,NA,NA,NA,NA,2019/05/04,12:53:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"9"
"116687",imerss.org:PMLS:18423,NA,Count: few,Emily Adamczyk,NA,NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"72",48.906568000000000,-123.460573999999994,"500",Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"116687",imerss.org:PMLS:18541,NA,Count: few,Isabelle Cote,NA,NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"47",48.928330000000003,-123.504829999999998,"500",Isabelle Cote,NA,NA,NA,NA,NA,NA,2019/05/04,15:25:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"116687",imerss.org:PMLS:18626,NA,NA,Stefania Gorgopa,"1",NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"47",48.906568000000000,-123.460573999999994,"500",Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019/05/05,09:59:00,"2019","5","5",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"116687",imerss.org:iNat:24771931,NA,NA,NA,NA,NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.884619999999998,-123.321132000000006,"39",NA,NA,NA,NA,NA,NA,NA,2019/05/05,22:15:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"3"
"116687",imerss.org:iNat:24818777,NA,NA,NA,NA,NA,PRESENT,Ceratostoma foliatum,NA,iNaturalist:116687,Ceratostoma foliatum,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Ceratostoma,NA,foliatum,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.884096000000000,-123.319578000000007,"132",NA,NA,NA,NA,NA,NA,NA,2019/05/05,14:23:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"3"
"117641",imerss.org:iNat:24530560,NA,NA,Norah Brown,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.900221999999999,-123.408195000000006,"3",Norah Brown,NA,NA,NA,NA,NA,NA,2019/05/04,12:10:50,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:24529345,NA,NA,Norah Brown,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.900098000000000,-123.408067000000003,"5",Norah Brown,NA,NA,NA,NA,NA,NA,2019/05/04,11:54:16,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:26065602,NA,NA,NA,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,49.013609000000002,-123.572450000000003,NA,NA,NA,NA,NA,NA,NA,NA,2019/05/04,13:03:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"1"
"117641",imerss.org:PMLS:18574,NA,Count: few,Stefania Gorgopa,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"48",48.928330000000003,-123.504829999999998,"500",Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019/05/04,15:30:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"117641",imerss.org:iNat:30012057,NA,NA,Galiano observer,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.923515000000002,-123.494259000000000,"100",Galiano observer,NA,NA,NA,NA,NA,NA,2019/05/04,14:32:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"9"
"117641",imerss.org:iNat:24529818,NA,NA,Norah Brown,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.900101999999997,-123.408152000000001,"4",Norah Brown,NA,NA,NA,NA,NA,NA,2019/05/04,11:58:30,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:24689628,NA,NA,Kalina Hunter,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.900227999999998,-123.408130000000000,"7",Kalina Hunter,NA,NA,NA,NA,NA,NA,2019/05/04,12:04:56,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:24701225,NA,NA,Geneviève Reynolds,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.898164000000001,-123.408372000000000,"32",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,"record mostly appears accurate; shunted slightly into nearby waters at Montague beach",NA,NA,NA,2019/05/05,NA,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:25587110,NA,NA,NA,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.884577999999998,-123.321040999999994,"83",NA,NA,NA,NA,NA,NA,NA,2019/05/05,14:10:39,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"3"
"117641",imerss.org:iNat:24712007,NA,NA,NA,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897359000000002,-123.409963000000005,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,14:12:07,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:24942297,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897494000000002,-123.409908999999999,"5",Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019/05/05,13:56:16,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:24711810,NA,NA,NA,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897474000000003,-123.410094000000001,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,14:11:12,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"117641",imerss.org:iNat:24711808,NA,NA,NA,NA,NA,PRESENT,Nucella lamellosa,NA,iNaturalist:117641,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,lamellosa,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897407999999999,-123.410041000000007,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,14:10:41,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"122704",imerss.org:iNat:24539923,NA,NA,Norah Brown,NA,NA,PRESENT,Nucella ostrina,NA,iNaturalist:122704,Nucella ostrina,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,NA,Muricoidea,Muricidae,Nucella,NA,ostrina,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.901040999999999,-123.407335000000003,"11",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,"record mostly appears accurate; shunted slightly into nearby waters at Montague beach",NA,NA,NA,2019/05/04,14:00:14,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"495552",imerss.org:PMLS:18456,NA,Count: very many,Larry Taylor,NA,NA,PRESENT,Hermissenda crassicornis,NA,iNaturalist:495552,Hermissenda crassicornis,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Aeolidioidea,Myrrhinidae,Hermissenda,NA,crassicornis,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"60",48.928330000000003,-123.504829999999998,"500",Larry Taylor,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"495552",imerss.org:iNat:24713815,NA,NA,NA,NA,NA,PRESENT,Hermissenda crassicornis,NA,iNaturalist:495552,Hermissenda crassicornis,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Aeolidioidea,Myrrhinidae,Hermissenda,NA,crassicornis,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,49.013795000000002,-123.572387000000006,"23",NA,NA,NA,NA,NA,NA,NA,2019/05/04,11:02:35,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"1"
"495552",imerss.org:iNat:24711794,NA,NA,NA,NA,NA,PRESENT,Hermissenda crassicornis,NA,iNaturalist:495552,Hermissenda crassicornis,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Aeolidioidea,Myrrhinidae,Hermissenda,NA,crassicornis,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,49.013173999999999,-123.573590999999993,"148",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,shunted to adjacent intertidal,NA,NA,NA,2019/05/04,20:30:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"1"
"495552",imerss.org:PMLS:18600,NA,Count: few,Isabelle Cote,NA,NA,PRESENT,Hermissenda crassicornis,NA,iNaturalist:495552,Hermissenda crassicornis,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Aeolidioidea,Myrrhinidae,Hermissenda,NA,crassicornis,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"43",48.906568000000000,-123.460573999999994,"500",Isabelle Cote,NA,NA,NA,NA,NA,NA,2019/05/05,09:56:00,"2019","5","5",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"47499",imerss.org:iNat:24714422,NA,NA,Brian Starzomski,NA,NA,PRESENT,Armina californica,NA,iNaturalist:47499,Armina californica,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Arminoidea,Arminidae,Armina,NA,californica,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.899408999999999,-123.407857000000007,"61",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,"record mostly appears accurate; shunted slightly into nearby waters at Montague beach",NA,NA,NA,2019/05/04,13:11:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"47706",imerss.org:iNat:30012105,NA,NA,Galiano observer,NA,NA,PRESENT,Dendronotus iris,NA,iNaturalist:47706,Dendronotus iris,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Dendronotidae,Dendronotus,NA,iris,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.923515000000002,-123.494259000000000,"100",Galiano observer,NA,NA,NA,NA,NA,NA,2019/05/04,15:09:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"9"
"47706",imerss.org:PMLS:18455,NA,Count: few,Larry Taylor,NA,NA,PRESENT,Dendronotus iris,NA,iNaturalist:47706,Dendronotus iris,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Dendronotidae,Dendronotus,NA,iris,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"60",48.928330000000003,-123.504829999999998,"500",Larry Taylor,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"47706",imerss.org:PMLS:18545,NA,Count: few,Isabelle Cote,NA,NA,PRESENT,Dendronotus iris,NA,iNaturalist:47706,Dendronotus iris,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Dendronotidae,Dendronotus,NA,iris,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"47",48.928330000000003,-123.504829999999998,"500",Isabelle Cote,NA,NA,NA,NA,NA,NA,2019/05/04,15:25:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"50393",imerss.org:PMLS:18578,NA,NA,Stefania Gorgopa,"1",NA,PRESENT,Dendronotus rufus,NA,iNaturalist:50393,Dendronotus rufus,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Dendronotidae,Dendronotus,NA,rufus,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"48",48.928330000000003,-123.504829999999998,"500",Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019/05/04,15:30:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"48455",imerss.org:iNat:24696520,NA,NA,Emily Adamczyk,NA,NA,PRESENT,Melibe leonina,NA,iNaturalist:48455,Melibe leonina,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Tethydidae,Melibe,NA,leonina,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.899974999999998,-123.408681000000001,NA,Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/04,NA,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"48455",imerss.org:iNat:25199633,NA,NA,Aimee Pelletier,NA,NA,PRESENT,Melibe leonina,NA,iNaturalist:48455,Melibe leonina,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Tethydidae,Melibe,NA,leonina,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.900412000000003,-123.407398000000001,"10",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,"record mostly appears accurate; shunted slightly into nearby waters",NA,NA,NA,2019/05/04,12:47:47,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"48455",imerss.org:PMLS:18409,NA,NA,Emily Adamczyk,"1",NA,PRESENT,Melibe leonina,NA,iNaturalist:48455,Melibe leonina,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Tethydidae,Melibe,NA,leonina,NA,species,Galiano Island,Canada,CA,British Columbia,Montague Harbour,"33",48.896354000000002,-123.403630000000007,"500",Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"7"
"48455",imerss.org:iNat:24532981,NA,NA,Norah Brown,NA,NA,PRESENT,Melibe leonina,NA,iNaturalist:48455,Melibe leonina,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Dendronotoidea,Tethydidae,Melibe,NA,leonina,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.900322000000003,-123.407358000000002,"3",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,"record mostly appears accurate; shunted slightly into nearby waters",NA,NA,NA,2019/05/04,12:45:36,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"633561",imerss.org:PMLS:18514,NA,NA,Stefania Gorgopa,"1",NA,PRESENT,Himatina trophina,NA,iNaturalist:633561,Himatina trophina,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Fionoidea,Coryphellidae,Himatina,NA,trophina,NA,species,Galiano Island,Canada,CA,British Columbia,Retreat Cove,"47",48.939813000000001,-123.501514000000000,"500",Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019/05/04,13:30:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"633561",imerss.org:PMLS:18630,NA,NA,Stefania Gorgopa,"1",NA,PRESENT,Himatina trophina,NA,iNaturalist:633561,Himatina trophina,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Fionoidea,Coryphellidae,Himatina,NA,trophina,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"47",48.906568000000000,-123.460573999999994,"500",Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019/05/05,09:59:00,"2019","5","5",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"764704",imerss.org:iNat:30009612,NA,NA,Galiano observer,NA,NA,PRESENT,Orienthella trilineata,NA,iNaturalist:764704,Orienthella trilineata,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Fionoidea,Coryphellidae,Orienthella,NA,trilineata,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.938921999999998,-123.502289000000005,"80",Galiano observer,NA,NA,NA,NA,NA,NA,2019/05/04,12:49:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"9"
"764704",imerss.org:PMLS:18427,NA,Count: few,Emily Adamczyk,NA,NA,PRESENT,Orienthella trilineata,NA,iNaturalist:764704,Orienthella trilineata,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Fionoidea,Coryphellidae,Orienthella,NA,trilineata,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"72",48.906568000000000,-123.460573999999994,"500",Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"764704",imerss.org:iNat:24750315,NA,NA,Emily Adamczyk,NA,NA,PRESENT,Orienthella trilineata,NA,iNaturalist:764704,Orienthella trilineata,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Fionoidea,Coryphellidae,Orienthella,NA,trilineata,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.907775999999998,-123.457806000000005,"89",Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/05,12:35:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"8"
"50471",imerss.org:iNat:30009627,NA,NA,Galiano observer,NA,NA,PRESENT,Eubranchus rustyus,NA,iNaturalist:50471,Eubranchus rustyus,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Fionoidea,Eubranchidae,Eubranchus,NA,rustyus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.938921999999998,-123.502289000000005,"80",Galiano observer,NA,NA,NA,NA,NA,NA,2019/05/04,13:00:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"9"
"544965",imerss.org:iNat:30012097,NA,NA,Galiano observer,NA,NA,PRESENT,Eubranchus sanjuanensis,NA,iNaturalist:544965,Eubranchus sanjuanensis,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Fionoidea,Eubranchidae,Eubranchus,NA,sanjuanensis,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.923515000000002,-123.494259000000000,"100",Galiano observer,NA,NA,NA,NA,NA,NA,2019/05/04,15:01:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"9"
"47477",imerss.org:PMLS:18513,NA,Count: few,Stefania Gorgopa,NA,NA,PRESENT,Dirona albolineata,NA,iNaturalist:47477,Dirona albolineata,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Proctonotoidea,Dironidae,Dirona,NA,albolineata,NA,species,Galiano Island,Canada,CA,British Columbia,Retreat Cove,"47",48.939813000000001,-123.501514000000000,"500",Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019/05/04,13:30:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"47477",imerss.org:iNat:24746137,NA,NA,Kelly Fretwell,NA,NA,PRESENT,Dirona albolineata,NA,iNaturalist:47477,Dirona albolineata,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,NA,Proctonotoidea,Dironidae,Dirona,NA,albolineata,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.888351999999998,-123.391559000000001,"402",Kelly Fretwell,NA,NA,NA,NA,NA,NA,2019/05/04,12:48:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"6"
